"Id","DateCreated","DateUpdated","DeviceId","DeviceType","DeviceModel","RequestType","ImageUrl","Latitude","Longitude","City","State","ZipCode","Directionality","Description","StatusType","HasBeenForwarded","InitialBoundaryName"
"38995","4/23/2012 7:57:31 AM","4/25/2012 10:01:44 PM","","Apple","iPhone 4","Broken Street Lights (Need Pole Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.393120000000000","-157.937302000000000","Aiea","HI","96701","I Don't Know","The street light is out.","ReferredToDept","True","Honolulu County, HI"
"38994","4/23/2012 5:46:44 AM","5/29/2012 1:26:10 AM","","Android","PG86100","Broken / Vandalized signs","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.390477000000000","-157.972095000000000","Pearl City","HI","96782","West","sign is pedestrian sign down for about a year","ReferredToDept","True","Honolulu County, HI"
"38993","4/23/2012 5:46:01 AM","4/23/2012 7:08:09 PM","","Apple","iPhone 4","Tree Or Plant Maintenance","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.343124000000000","-157.872528000000000","Honolulu","HI","96819","I Don't Know","Branches are falling down and damaging cars parked next to it.","ReferredToDept","True","Honolulu, HI"
"38990","4/23/2012 4:16:18 AM","4/23/2012 6:59:11 PM","","Android","DROID BIONIC","Broken Street Lights (need pole number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.409842983145282","-157.754998779790800","Kailua","HI","96734","Southwest","the green light does not work. does not show anything. think the light bulb has burned out.","CouldNotVerify","True","Honolulu County, HI"
"38989","4/23/2012 3:52:12 AM","4/23/2012 6:58:25 PM","","Apple","iPhone 3GS","Stored Property Violation","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.262878000000000","-157.784058000000000","Honolulu","HI","96816","I Don't Know","The wall is falling on to the pueblos beach. Beach goers are subject to future wall collapses","NotAnIssue","True","Honolulu, HI"
"38983","4/23/2012 3:19:18 AM","4/23/2012 3:19:21 AM","","Apple","iPhone 4","Illegal Dump Site","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.288139000000000","-157.819839000000000","Honolulu","HI","96826","I Don't Know","Cement washing down stormdrain!","Received","True","Honolulu, HI"
"38972","4/22/2012 10:02:23 PM","4/23/2012 6:46:18 PM","","Android","PG86100","Broken / Vandalized signs","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.390477000000000","-157.972095000000000","Pearl City","HI","96782","East","this sign has been down since a year ago 834 lehua ave.","CouldNotVerify","True","Honolulu County, HI"
"38971","4/22/2012 9:12:27 PM","4/23/2012 6:45:06 PM","","Apple","iPhone 4S","Broken / Vandalized Signs","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.385292000000000","-157.733917000000000","Kailua","HI","96734","I Don't Know","Sign fell over","ReferredToDept","True","Honolulu County, HI"
"38965","4/22/2012 7:19:40 PM","4/23/2012 11:50:12 PM","","Apple","iPod Touch 4G","Illegal Dump Site","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.299301000000000","-157.861328000000000","Honolulu","HI","96813","I Don't Know","Every after about 4 pm. These driver park illegally on the sidewalk. Blocking sidewalk. This is 1 of a few cars that blocking sidewalk every afternoon. This not a parking stall for people to park there car","NotAnIssue","True","Honolulu, HI"
"38945","4/22/2012 10:55:40 AM","4/22/2012 10:55:42 AM","","Android","SGH-T959","Cracked / uplifted sidewalks","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.323680092924388","-157.880286602490320","Honolulu","HI","96817","Southwest","Major pot holes on Hart St in Kalihi behind Watanabe Floral and Lex Brodies.","Submitted","False","Honolulu, HI"
"38944","4/22/2012 7:39:08 AM","4/22/2012 7:39:12 AM","","Apple","iPhone 4","Broken Street Lights (Need Pole Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.426836000000000","-157.744446000000000","Kailua","HI","96734","I Don't Know","Broken street light at property 677 mokapu road Kailua hi 96734 - black plastic tag reads 23 122 with small 11 below . Small metal numbers are also nailed up in an 11.","Received","True","Honolulu County, HI"
"38940","4/21/2012 11:54:09 PM","4/23/2012 6:34:18 PM","","Apple","iPhone 4S","Tree Or Plant Maintenance","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.389561000000000","-157.948151000000000","Aiea","HI","96701","I Don't Know","If this weeds or brushes doesn't get taken care of the cracks on the levy will worsten","CouldNotVerify","True","Honolulu County, HI"
"38930","4/21/2012 9:03:46 PM","4/23/2012 6:33:22 PM","","Apple","iPhone 4","Stored Property Violation","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.297604000000000","-157.840973000000000","Honolulu","HI","96814","I Don't Know","Items have been a very long time","ReferredToDept","True","Honolulu, HI"
"38925","4/21/2012 7:45:30 PM","4/23/2012 6:30:23 PM","","Apple","iPhone 4S","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.338945000000000","-157.901840000000000","Honolulu","HI","96818","I Don't Know","Silver thunderbird. Expired registration and safety check","ReferredToDept","True","Honolulu, HI"
"38920","4/21/2012 6:33:58 PM","4/23/2012 6:24:14 PM","","Apple","iPhone 4","Stored Property Violation","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.298338000000000","-157.838120000000000","Honolulu","HI","96814","I Don't Know","This has been reported previously. Items stored under park table all day long","CouldNotVerify","True","Honolulu, HI"
"38896","4/21/2012 3:44:28 PM","4/21/2012 3:44:30 PM","","Apple","iPhone 4S","Illegal Dump Site","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.288124000000000","-157.818512000000000","Honolulu","HI","96826","I Don't Know","Homeless is making a bed n storage under","Received","True","Honolulu, HI"
"38888","4/21/2012 11:28:32 AM","4/23/2012 6:16:18 PM","","Apple","iPhone 4S","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.322456000000000","-157.873901000000000","Honolulu","HI","96817","I Don't Know","I waited in line at the filling ham DMV for 90 minutes between 1 o'clock and 2:30 PM on April 20, 2012. During this time the number of clerks receiving applications dwindled from five people to one person at the desk. This person was the only employee present to take the applications of the long line of nearly 40 people. You can see this situation in the picture, there was only one clerk for approximately 30 minutes. During this time, the line did not move at all. I left the line once I realized there was not enough staff to manage the line. This situation seems preventable. Where did all the staff go? Why was there only on clerk present to receive the very very long line? I was extremely frustrated and disappointed with the service and hope there was a reasonable explanation for the lack of sufficient staff to manage the line at the Kalihi DMV.","NotAnIssue","True","Honolulu, HI"
"38885","4/21/2012 6:43:31 AM","4/23/2012 6:12:24 PM","","Blackberry","9700","Broken Street Lights (need pole number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.313524000000000","-157.810535000000000","Honolulu","HI","96822","I don't know","529-450 pole number.","ReferredToDept","True","Honolulu, HI"
"38881","4/21/2012 4:06:48 AM","4/23/2012 7:15:23 PM","","Apple","iPhone 4S","Tree Or Plant Maintenance","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.341702000000000","-158.019348000000000","Ewa Beach","HI","96706","I Don't Know","Tree is uprooting sidewalk and damaging my water lines to my house. People have fallen and tripped due to unlevel and broken sidewalk also from nuts of the trees","NotAnIssue","True","Honolulu County, HI"
"38880","4/21/2012 4:05:15 AM","4/23/2012 8:48:16 PM","","Apple","iPhone 4S","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.308790000000000","-157.804077000000000","Honolulu","HI","96822","I Don't Know","Replacement of old rusting cover Covers large hole dug for city slide monitoring Over three months since wooden cover placed Liability since children in area","ReferredToDept","True","Honolulu, HI"
"38866","4/21/2012 12:12:16 AM","4/21/2012 12:20:29 AM","","Android","ADR6350","Stored Property Violation","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.678508602563475","-158.037433650000170","Haleiwa","HI","96712","North","this has been here for at least a year.","Closed","True","Honolulu County, HI"
"38847","4/20/2012 8:22:47 PM","4/20/2012 8:27:46 PM","","Android","HTC Glacier","Abandoned Vehicle (incl license number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.282651994836666","-157.802516842133830","Honolulu","HI","96816","Northeast","Moped has been there since april 19","NotAnIssue","True","Honolulu, HI"
"38844","4/20/2012 8:18:01 PM","4/20/2012 8:39:44 PM","","Apple","iPhone 4S","Broken / Vandalized Signs","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.408998000000000","-157.741989000000000","Kailua","HI","96734","I Don't Know","Beach access 90A- graffiti","ReferredToDept","True","Honolulu County, HI"
"38835","4/20/2012 3:49:45 PM","4/20/2012 5:36:11 PM","","Apple","iPhone 4S","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.336174000000000","-158.058792000000000","Kapolei","HI","96707","I Don't Know","Vehicle NSJ366 has not moved for weeks and is being stored on a public street, occupying a prime public parking area.","ReferredToDept","True","Honolulu County, HI"
"38831","4/20/2012 2:44:22 PM","4/20/2012 5:33:26 PM","","Apple","iPhone 4S","Broken / Vandalized Signs","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.266247000000000","-157.814102000000000","Honolulu","HI","96815","I Don't Know","The light poles in PUALEI Circle have graffiti and need to be painted over","Closed","True","Honolulu, HI"
"38821","4/20/2012 7:23:41 AM","4/20/2012 5:31:15 PM","","Apple","iPhone 4","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.260330000000000","-157.796448000000000","Honolulu","HI","96816","I Don't Know","Broken sprinkler head at Triangle Park at Diamond Head.","Closed","True","Honolulu, HI"
"38820","4/20/2012 6:22:01 AM","4/20/2012 5:29:25 PM","","Apple","iPhone 4","Broken Street Lights (Need Pole Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.443649000000000","-158.025223000000000","Mililani","HI","96789","I Don't Know","Electrical box cover missing. Wires exposed.","ReferredToDept","True","Honolulu County, HI"
"38818","4/20/2012 4:53:55 AM","4/20/2012 5:26:09 PM","","Android","VM670","Stored Property Violation","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.583542823791504","-158.138403296470640","Waialua","HI","96791","North","this is the last tent on the beach with his belongings. been here for more than a month.","ReferredToDept","True","Honolulu County, HI"
"38816","4/20/2012 2:41:10 AM","4/20/2012 5:23:25 PM","","Apple","iPhone 4S","Broken / Vandalized Signs","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.371243000000000","-158.023148000000000","Ewa Beach","HI","96706","I Don't Know","Dead end street fades, needs replacement","ReferredToDept","True","Honolulu County, HI"
"38809","4/20/2012 1:15:02 AM","4/20/2012 1:28:46 AM","","Android","HTC Sensation 4G","Broken Street Lights (need pole number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.412805557250977","-157.745849609375000","Kailua","HI","96734","Northeast","street light is out","ReferredToDept","True","Honolulu County, HI"
"38808","4/20/2012 1:12:43 AM","4/20/2012 1:19:35 AM","","Android","HTC Sensation 4G","Broken Street Lights (need pole number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.412273406982422","-157.745666503906250","Kailua","HI","96734","Southeast","street light is out.","ReferredToDept","True","Honolulu County, HI"
"38807","4/20/2012 1:03:55 AM","4/20/2012 1:10:15 AM","","Android","HTC Sensation 4G","Broken Street Lights (need pole number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.425516691191800","-157.752104078567130","Kailua","HI","96734","Southeast","street light is out.","ReferredToDept","True","Honolulu County, HI"
"38806","4/20/2012 12:59:45 AM","4/20/2012 1:07:52 AM","","Android","HTC Sensation 4G","Broken Street Lights (need pole number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.425668716430664","-157.752944946289060","Kailua","HI","96734","East","street light is out.","ReferredToDept","True","Honolulu County, HI"
"38804","4/19/2012 11:48:28 PM","4/20/2012 12:01:52 AM","","Apple","iPhone 4","Tree Or Plant Maintenance","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.383902000000000","-157.929382000000000","Aiea","HI","96701","I Don't Know","Sidewalk above tennis court has severe cracking in sidewalk where I tripped when walking on sidewalk.","NotAnIssue","True","Honolulu County, HI"
"38803","4/19/2012 11:43:02 PM","4/19/2012 11:56:08 PM","","Apple","iPhone 4","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.345518000000000","-157.896057000000000","Honolulu","HI","96819","I Don't Know","White dodge truck. Lic # A TEAM this truck has been here for two weeks and this area is used for our customers to park.","ReferredToDept","True","Honolulu, HI"
"38796","4/19/2012 8:57:22 PM","5/21/2012 4:05:34 PM","","Android","HTC Glacier","Derelict or abandoned vehicles","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.277824401855470","-157.823562622070300","Honolulu","HI","96815","","Moped has been locked to this post for over a.","Submitted","False","Honolulu, HI"
"38788","4/19/2012 7:30:52 PM","4/19/2012 8:02:59 PM","","Apple","iPhone 4S","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.406342000000000","-158.025940000000000","Waipahu","HI","96797","I Don't Know","This car has not moved for over 7 months. No one seems to know who's it is, and why it's parked here.","ReferredToDept","True","Honolulu County, HI"
"38784","4/19/2012 6:44:47 PM","6/19/2012 6:43:51 AM","","Apple","iPhone 4","Illegal Dump Site","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.296293000000000","-157.668152000000000","Honolulu","HI","96825","I Don't Know","Located in dead end area of street","ReferredToDept","True","Honolulu, HI"
"38782","4/19/2012 5:55:07 PM","4/19/2012 5:58:44 PM","","Apple","iPhone 3GS","Broken / Vandalized Signs","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.293915000000000","-157.839676000000000","Honolulu","HI","96814","I Don't Know","Please put a crosswalk between the church and Don Quiote.","Closed","True","Honolulu, HI"
"38776","4/19/2012 5:17:02 PM","4/19/2012 6:03:52 PM","","Android","DROIDX","Illegal dump site","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.289742000000000","-157.833875000000000","Honolulu","HI","96826","West","Furniture, television has been there for days. Something is starting to smell rancid. I hold my breath to avoid catching the next mutant virus.","ReferredToDept","True","Honolulu, HI"
"38767","4/19/2012 3:21:14 PM","4/19/2012 6:06:16 PM","","Apple","iPhone 4 (CDMA)","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.361952000000000","-158.090652000000000","Kapolei","HI","96707","I Don't Know","Pxc 690","ReferredToDept","True","Honolulu County, HI"
"38762","4/19/2012 10:35:16 AM","4/19/2012 6:09:58 PM","","Android","DROIDX","Abandoned Vehicle (incl license number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.308645100000000","-157.844594600000000","Honolulu","HI","96822","East","cars parked perpendicular instead if parallel which they are on the roadway. emergency vehicles have trouble driving on this street! pedestrians have no safe area to walk. this parking situation is worse at night.","ReferredToDept","True","Honolulu, HI"
"38761","4/19/2012 10:32:21 AM","4/19/2012 6:13:19 PM","","Apple","iPad","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.307022000000000","-157.836258000000000","Honolulu","HI","96822","I Don't Know","Expired registration and safety check Taking up needed street parking","ReferredToDept","True","Honolulu, HI"
"38760","4/19/2012 10:26:53 AM","4/19/2012 6:15:18 PM","","Android","DROIDX","Abandoned Vehicle (incl license number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.308614200000000","-157.844586100000000","Honolulu","HI","96822","Southeast","numerous vehicles park for more than 24 hours on this street...","ReferredToDept","True","Honolulu, HI"
"38759","4/19/2012 8:08:02 AM","4/19/2012 6:10:50 PM","","Android","DROIDX","Abandoned Vehicle (incl license number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.309116363525390","-157.843536376953130","Honolulu","HI","96822","East","MAUNAIHI PLACE... VEHICLES ARE ALWAYS PARKED PERPENDICULAR INSTEAD OF PARALLEL. WHICH THEY ARE ON THE ROADWAY! THEY BLOCK DRIVEWAYS AND FIRE HYDRANTS. THESE CARS MAKE IT HARD FOR EMERGENCY VEHICLES TO GET TO PEOPLE IN NEED ON MAUNAIHI STREET! ITS ALSO VERY DANGEROUS TO WALK ON THIS STREET! PEOPLE MAKE UP THEIR OWN PARKING RULES HERE! NO PARKING SIGNS CAN BE PUT UP AND HPD CAN GIVE CITATIONS FOR ALL THOSE CARS THAT PARK ILLEGALLY!","ReferredToDept","True","Honolulu, HI"
"38757","4/19/2012 4:58:52 AM","4/19/2012 5:58:26 PM","","Apple","iPhone 4","Tree Or Plant Maintenance","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.343464000000000","-157.829300000000000","Honolulu","HI","96817","I Don't Know","Large pot holes at bus stop. Dangerous for cars as pot holes so large.","NotAnIssue","True","Honolulu, HI"
"38755","4/19/2012 3:55:49 AM","4/19/2012 5:54:41 PM","","Apple","iPhone 4","Stored Property Violation","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.342991000000000","-157.880280000000000","Honolulu","HI","96819","I Don't Know","Car parked in middle of street.","ReferredToDept","True","Honolulu, HI"
"38754","4/19/2012 3:52:05 AM","4/19/2012 5:50:56 PM","","Android","SAMSUNG-SGH-I717","Illegal dump site","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.287833808483970","-157.819966861199960","Honolulu","HI","96826","Northeast","it's just starting. more to come. also people are drinking here at night.","ReferredToDept","True","Honolulu, HI"
"38746","4/19/2012 12:58:58 AM","4/19/2012 1:14:02 AM","","Android","PC36100","Abandoned Vehicle (incl license number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.325683593750000","-157.853790283203130","Honolulu","HI","96817","Southwest","car sitting on the street over a week Toyota camry RJB-184 gray in color","ReferredToDept","True","Honolulu, HI"
"38736","4/18/2012 9:13:37 PM","4/18/2012 9:45:46 PM","","Apple","iPhone 3GS","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.323509000000000","-157.867111000000000","Honolulu","HI","96817","I Don't Know","EVZ748","ReferredToDept","True","Honolulu, HI"
"38732","4/18/2012 8:04:06 PM","4/18/2012 8:23:47 PM","","Android","DROIDX","Stored Property Violation","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.317084991611760","-157.868259452801140","Honolulu","HI","96817","Southeast","blocked sidewalk. you have to walk the street to get buy these people. also trash is building up on the sidewalk.","ReferredToDept","True","Honolulu, HI"
"38728","4/18/2012 6:49:17 PM","7/9/2012 6:35:57 AM","","Apple","iPhone 3GS","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.323568000000000","-157.867096000000000","Honolulu","HI","96817","I Don't Know","LIC#: EPB919.. Car doesn't move! It's a junk.. Owner disregards yellow notices and pushes car after one is put up!","ReferredToDept","True","Honolulu, HI"
"38721","4/18/2012 4:50:11 PM","4/18/2012 6:21:48 PM","","Apple","iPhone 4","Illegal Dump Site","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.259193000000000","-157.797531000000000","Honolulu","HI","96816","I Don't Know","Need a trash can by bus stop.","ReferredToDept","True","Honolulu, HI"
"38720","4/18/2012 4:46:45 PM","4/18/2012 6:23:46 PM","","Apple","iPhone 4","Tree Or Plant Maintenance","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.259426000000000","-157.796295000000000","Honolulu","HI","96816","I Don't Know","Drinking fountain vandalized. Need 2 nd fountain reinstalled.","Closed","True","Honolulu, HI"
"38719","4/18/2012 4:42:59 PM","4/25/2012 4:35:45 PM","","Apple","iPhone 4","Tree Or Plant Maintenance","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.260048000000000","-157.796265000000000","Honolulu","HI","96816","I Don't Know","Bike riders have installed pipe nipples to attach shower hoses to. The nipples need to b permanently blocked so unauthorized water not used and wasted and overflow valve not compromised","NotAnIssue","True","Honolulu, HI"
"38716","4/18/2012 4:36:33 PM","4/18/2012 6:25:48 PM","","Apple","iPhone 4","Tree Or Plant Maintenance","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.259365000000000","-157.796982000000000","Honolulu","HI","96816","I Don't Know","Underground water leak. Pipe broken for years.","NotAnIssue","True","Honolulu, HI"
"38700","4/18/2012 6:36:27 AM","4/18/2012 6:27:56 PM","","Android","PG86100","Abandoned Vehicle (incl license number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.279489000000000","-157.795994000000000","Honolulu","HI","96816","South","Been here for over 2Weeks please notify owner Thank you","ReferredToDept","True","Honolulu, HI"
"38698","4/18/2012 4:39:24 AM","4/18/2012 6:22:04 PM","","Android","SGH-T959","Illegal dump site","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.359466078938276","-157.806399138604350","Honolulu","HI","96817","North","All kinds of junk along the nuuanu pali drive towards the pali lookout.","ReferredToDept","True","Honolulu, HI"
"38696","4/18/2012 2:51:05 AM","4/18/2012 6:12:53 PM","","Android","LS670","Broken / Vandalized signs","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.300865905761718","-157.858977539062500","Honolulu","HI","96813","West","STOP sign fell down at intersection of Keawe St and Halekauwila St. It appears to have rusted through at the base.","ReferredToDept","True","Honolulu, HI"
"38695","4/18/2012 2:24:28 AM","4/18/2012 6:08:35 PM","","Apple","iPhone 4S","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.336246000000000","-158.058624000000000","Kapolei","HI","96707","I Don't Know","JFN984 vehicle is left in place for weeks at a time. Owner moves it a couple of feet every other week and continues to store on public streets.","ReferredToDept","True","Honolulu County, HI"
"38591","4/17/2012 3:51:27 AM","4/17/2012 6:24:33 PM","","Android","DROIDX","Stored Property Violation","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.317185554595135","-157.868233776887340","Honolulu","HI","96817","Southeast","trash blocking the sidewalk from the homeless","ReferredToDept","True","Honolulu, HI"
"38587","4/17/2012 1:29:12 AM","4/17/2012 1:46:20 AM","","Apple","iPhone 3GS","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.330784000000000","-158.057495000000000","Kapolei","HI","96707","I Don't Know","JXZ129 car been parked for over a week owner lives on different block and owns multiple cars.","ReferredToDept","True","Honolulu County, HI"
"38586","4/17/2012 1:26:43 AM","4/17/2012 1:32:37 AM","","Apple","iPhone 3GS","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.330647000000000","-158.057510000000000","Kapolei","HI","96707","I Don't Know","Truck hasn't moved for weeks! HYT 374","ReferredToDept","True","Honolulu County, HI"
"38579","4/16/2012 11:55:52 PM","4/17/2012 12:50:36 AM","","Android","SAMSUNG-SGH-I897","Abandoned Vehicle (incl license number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.348045349121094","-157.892608642578130","Honolulu","HI","96819","Southeast","vehicle has been unmoved for over a week and a half. Outside of Grainger, 2833 Paa St... Plates are A	TEAM","ReferredToDept","True","Honolulu, HI"
"38578","4/16/2012 11:08:21 PM","4/19/2012 8:05:44 PM","","Android","LS670","Illegal dump site","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.302160000000000","-157.838978000000000","Honolulu","HI","96814","South","Homeless storing trash in front of condo","ReferredToDept","True","Honolulu, HI"
"38576","4/16/2012 10:44:35 PM","4/17/2012 5:27:26 PM","","Apple","iPhone 4","Broken / Vandalized Signs","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.300169000000000","-157.858063000000000","Honolulu","HI","96813","I Don't Know","Stop sign was found down this morning at 4:30am so please fix before some dumb fool hits someone.","ReferredToDept","True","Honolulu, HI"
"38573","4/16/2012 9:43:31 PM","5/8/2012 7:35:35 PM","","Apple","iPhone 4","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.290508000000000","-157.830765000000000","Honolulu","HI","96826","I Don't Know","Please tow this Chester molester van out of our neighborhood. This person lives in it and it never moves. FYV534 license","ReferredToDept","True","Honolulu, HI"
"38542","4/16/2012 5:23:39 PM","4/17/2012 12:12:43 AM","","Apple","iPhone 4S","Stored Property Violation","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.294510000000000","-157.829285000000000","Honolulu","HI","96826","I Don't Know","Shopping cart full of junk been there for 4 days","ReferredToDept","True","Honolulu, HI"
"38518","4/16/2012 8:57:32 AM","4/17/2012 12:11:04 AM","","Apple","iPhone 4S","Stored Property Violation","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.290958000000000","-157.837906000000000","Honolulu","HI","96814","I Don't Know","this is a chronic problem at this spot. maybe more frequent enforcement necessary? thanks!","ReferredToDept","True","Honolulu, HI"
"38517","4/16/2012 8:36:31 AM","4/17/2012 12:09:56 AM","","Apple","iPhone 3GS","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.322735000000000","-157.866837000000000","Honolulu","HI","96817","I Don't Know","LIC#: EPB919.. Car doesn't run!!!!!","ReferredToDept","True","Honolulu, HI"
"38516","4/16/2012 8:30:23 AM","4/17/2012 12:07:23 AM","","Apple","iPhone 3GS","Abandoned Vehicle (Incl License Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.326118000000000","-157.875168000000000","Honolulu","HI","96817","I Don't Know","Car hasn't moved in a week License#:177C","ReferredToDept","True","Honolulu, HI"
"38514","4/16/2012 7:21:27 AM","4/16/2012 11:59:51 PM","","Apple","iPhone 3GS","Broken Street Lights (Need Pole Number)","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.498827000000000","-158.024902000000000","Wahiawa","HI","96786","I Don't Know","Broken street light","ReferredToDept","True","Honolulu County, HI"
"38511","4/16/2012 2:54:27 AM","4/16/2012 11:48:58 PM","","Apple","iPhone 4S","Stored Property Violation","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.295876000000000","-157.824539000000000","Honolulu","HI","96826","I Don't Know","This property continues to block sidewalk, believe someone is living in the vehicle","ReferredToDept","True","Honolulu, HI"
"38503","4/16/2012 12:12:38 AM","4/16/2012 11:42:45 PM","","Apple","iPhone 4S","Stored Property Violation","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.291128000000000","-157.837982000000000","Honolulu","HI","96814","I Don't Know","By bus stop 1000","ReferredToDept","True","Honolulu, HI"
"38496","4/15/2012 11:36:11 PM","4/21/2012 6:16:40 PM","","Apple","iPhone 3GS","Broken / Vandalized Signs","http://cdn.freedomspeaks.com/CitySourced/Images/ReportImage.jpg","21.347645000000000","-157.863083000000000","Honolulu","HI","96819","I Don't Know","Vandals tagging various sidewalks/signs/walls in the neighborhood at 1:00am 4/15/2012","ReferredToDept","True","Honolulu, HI"
